object_id,stop_id,stop_name,route_id,destination,day_type,peak_ind,average_sec,std_sec,p05_sec,p50_sec,p95_sec
663,70173,Chestnut Hill,Green-D,Riverside,saturday,offpeak,621.23,375.53,95.3,565.5,1314.5
664,70155,Copley,Green-B,Boston College,saturday,offpeak,620.94,308.08,190,583,1163.2
665,70155,Copley,Green-B,Boston College,sunday,offpeak,634,306.36,184.6,607,1172.4
666,70155,Copley,Green-B,Boston College,weekday,offpeak,456.34,257.87,130,409,946
667,70155,Copley,Green-B,Boston College,weekday,peak,405.63,209.73,133,373,801
668,70155,Copley,Green-C,Cleveland Circle,saturday,offpeak,620.79,338.81,130.5,588,1231
669,70173,Chestnut Hill,Green-D,Riverside,sunday,offpeak,723.63,502.96,67.5,652,1657.5
670,70155,Copley,Green-C,Cleveland Circle,sunday,offpeak,666.37,346.63,140.65,637.5,1287.45
671,70155,Copley,Green-C,Cleveland Circle,weekday,offpeak,496.75,272.46,119,463,996.75
672,70173,Chestnut Hill,Green-D,Riverside,weekday,offpeak,444.49,365.08,69,366,1131
673,70155,Copley,Green-C,Cleveland Circle,weekday,peak,482.03,253.82,148.9,439,941.1
674,70173,Chestnut Hill,Green-D,Riverside,weekday,peak,435.1,340.27,64,358,1080
675,70155,Copley,Green-D,Riverside,saturday,offpeak,751.36,426.6,164.5,699,1530.75
676,70174,Reservoir,Green-D,Government Center,saturday,offpeak,607.64,317.77,134.5,564,1177
677,70155,Copley,Green-D,Riverside,sunday,offpeak,801.27,446.43,208.4,735,1668.4
678,70174,Reservoir,Green-D,Government Center,sunday,offpeak,744.1,400.48,204.5,680,1500
679,70155,Copley,Green-D,Riverside,weekday,offpeak,448.64,274.24,109.85,405.5,933
680,70155,Copley,Green-D,Riverside,weekday,peak,406.87,236.94,111,360,848
681,70174,Reservoir,Green-D,Government Center,weekday,offpeak,521.04,306.75,102.35,478,1080
682,70155,Copley,Green-E,Heath St,saturday,offpeak,570.59,306.25,110,550.5,1098.75
683,70174,Reservoir,Green-D,Government Center,weekday,peak,402.74,228.88,94,365,834.6
684,70155,Copley,Green-E,Heath St,sunday,offpeak,668.73,325.9,120.4,690,1183.4
685,70175,Reservoir,Green-D,Riverside,saturday,offpeak,567.81,376.03,63.2,515,1246.8
686,70155,Copley,Green-E,Heath St,weekday,offpeak,482.71,233.77,135.3,466,885.7
687,70175,Reservoir,Green-D,Riverside,sunday,offpeak,681.46,484.83,62.6,619,1608.2
688,70155,Copley,Green-E,Heath St,weekday,peak,396.04,213.58,108.8,364,797
689,70175,Reservoir,Green-D,Riverside,weekday,offpeak,453.11,365.05,59,379,1130.1
690,70157,Arlington,Green-B,Boston College,saturday,offpeak,619.29,300.53,199.15,584.5,1151.8
691,70175,Reservoir,Green-D,Riverside,weekday,peak,438.51,335.29,59,368,1071.4
692,70176,Beaconsfield,Green-D,Government Center,saturday,offpeak,374.92,269.63,75,333,840.3
693,70176,Beaconsfield,Green-D,Government Center,sunday,offpeak,482.35,372.08,78,413,1205.25
694,70176,Beaconsfield,Green-D,Government Center,weekday,offpeak,485.18,311.61,84,447,1042
695,70176,Beaconsfield,Green-D,Government Center,weekday,peak,399.45,238.65,99,359,840.4
696,70177,Beaconsfield,Green-D,Riverside,saturday,offpeak,376.9,315.87,74.65,285.5,975.35
697,70177,Beaconsfield,Green-D,Riverside,sunday,offpeak,476.43,418.26,76.3,363.5,1362.65
698,70177,Beaconsfield,Green-D,Riverside,weekday,offpeak,481.57,367.16,89,408,1164
699,70177,Beaconsfield,Green-D,Riverside,weekday,peak,459.59,332.34,90,390,1084.2
700,70178,Brookline Hills,Green-D,Government Center,saturday,offpeak,369.13,268.43,67,329.5,847
701,70178,Brookline Hills,Green-D,Government Center,sunday,offpeak,476.96,375.45,67.4,412,1183.2
702,70178,Brookline Hills,Green-D,Government Center,weekday,offpeak,480.4,316.98,75,442,1042.55
703,70178,Brookline Hills,Green-D,Government Center,weekday,peak,400.3,242.09,91.1,366,858.8
704,70179,Brookline Hills,Green-D,Riverside,saturday,offpeak,377.2,312.57,70,303.5,949.4
705,70179,Brookline Hills,Green-D,Riverside,sunday,offpeak,472.14,408.86,76,357.5,1332.6
706,70179,Brookline Hills,Green-D,Riverside,weekday,offpeak,482.88,364,89,414,1147
707,70179,Brookline Hills,Green-D,Riverside,weekday,peak,456.87,325.98,90,390.5,1065.85
708,70180,Brookline Village,Green-D,Government Center,saturday,offpeak,367.06,271.95,71,320,858.4
709,70180,Brookline Village,Green-D,Government Center,sunday,offpeak,472.66,375.95,68.8,403,1174.8
710,70180,Brookline Village,Green-D,Government Center,weekday,offpeak,475.24,320.68,67,439,1040
711,70180,Brookline Village,Green-D,Government Center,weekday,peak,393.68,246,83,361,853.85
712,70181,Brookline Village,Green-D,Riverside,saturday,offpeak,355.87,290.24,64.95,291.5,935.55
713,70181,Brookline Village,Green-D,Riverside,sunday,offpeak,437,348.89,75,344,1234.2
714,70181,Brookline Village,Green-D,Riverside,weekday,offpeak,465.08,349.14,81,399,1096.05
715,70181,Brookline Village,Green-D,Riverside,weekday,peak,439.79,309.95,88,371,1017.1
716,70182,Longwood,Green-D,Government Center,saturday,offpeak,362.2,275.41,68.5,322,868
717,70182,Longwood,Green-D,Government Center,sunday,offpeak,470.97,377.04,77,395,1157.85
718,70182,Longwood,Green-D,Government Center,weekday,offpeak,468.36,320.41,68,430,1042
719,70182,Longwood,Green-D,Government Center,weekday,peak,384.54,251.65,84,353,845.7
720,70183,Longwood,Green-D,Riverside,saturday,offpeak,342.7,281.58,54,271,880
721,70183,Longwood,Green-D,Riverside,sunday,offpeak,434.62,348.58,78,332.5,1242.95
722,70183,Longwood,Green-D,Riverside,weekday,offpeak,446.99,336.4,77.65,381,1058.7
723,70183,Longwood,Green-D,Riverside,weekday,peak,415.95,286.09,87,356,958.15
724,70186,Fenway,Green-D,Government Center,saturday,offpeak,451.23,314.9,90,416,1068.9
725,70186,Fenway,Green-D,Government Center,sunday,offpeak,525.52,369.65,90.7,481.5,1262.1
726,70186,Fenway,Green-D,Government Center,weekday,offpeak,468.15,324.18,75,424,1055.2
727,70186,Fenway,Green-D,Government Center,weekday,peak,382.4,257.72,85,344,857.9
728,70157,Arlington,Green-B,Boston College,sunday,offpeak,631.8,293.15,194,610.5,1134
729,70157,Arlington,Green-B,Boston College,weekday,offpeak,457.23,252.75,139,411,931
730,70157,Arlington,Green-B,Boston College,weekday,peak,401.78,201.47,140.8,371,783.2
731,70157,Arlington,Green-C,Cleveland Circle,saturday,offpeak,623.28,324.12,150.45,593,1192.95
732,70157,Arlington,Green-C,Cleveland Circle,sunday,offpeak,662.63,334.62,151,636,1249
733,70157,Arlington,Green-C,Cleveland Circle,weekday,offpeak,497.5,266.04,125,465,982.15
734,70157,Arlington,Green-C,Cleveland Circle,weekday,peak,479.89,242.78,157.8,443,920
735,70157,Arlington,Green-D,Riverside,saturday,offpeak,749.67,407.29,177.1,703,1486.8
736,70157,Arlington,Green-D,Riverside,sunday,offpeak,804.87,437.35,228.25,736.5,1640
737,70157,Arlington,Green-D,Riverside,weekday,offpeak,464.14,305.23,115,407,965
738,70157,Arlington,Green-D,Riverside,weekday,peak,403.03,228.45,112.75,360.5,827.25
739,70157,Arlington,Green-E,Heath St,saturday,offpeak,566.6,291.81,117.9,552,1052
740,70157,Arlington,Green-E,Heath St,sunday,offpeak,663.65,312.74,122.95,695.5,1158.6
741,70157,Arlington,Green-E,Heath St,weekday,offpeak,483.76,229.76,139,468,875
742,70157,Arlington,Green-E,Heath St,weekday,peak,393.92,209.21,105,368,781.4
743,70159,Boylston,Green-B,Boston College,saturday,offpeak,622.26,299.06,205.5,590,1138
744,70159,Boylston,Green-B,Boston College,sunday,offpeak,627.22,280.17,198,607,1101.5
745,70159,Boylston,Green-B,Boston College,weekday,offpeak,460.07,250.64,148,413,929.3
746,70159,Boylston,Green-B,Boston College,weekday,peak,399.79,190.4,145,369,764.1
747,70159,Boylston,Green-C,Cleveland Circle,saturday,offpeak,623.85,313.83,172,591,1181.1
748,70159,Boylston,Green-C,Cleveland Circle,sunday,offpeak,660.21,325.5,163.2,636,1218.2
749,70159,Boylston,Green-C,Cleveland Circle,weekday,offpeak,497.54,259.71,132,467,971
750,70159,Boylston,Green-C,Cleveland Circle,weekday,peak,475.08,233.86,155,440,896.15
751,70125,Warren Street,Green-B,Boston College,weekday,offpeak,456.89,331.36,104,370,1097
752,70125,Warren Street,Green-B,Boston College,weekday,peak,465.76,322.91,113,366,1081
753,70126,Allston Street,Green-B,Park St,saturday,offpeak,610.11,311.27,139,566,1184.9
754,70126,Allston Street,Green-B,Park St,sunday,offpeak,653.55,356.84,196.65,611.5,1326.35
755,70126,Allston Street,Green-B,Park St,weekday,offpeak,490.98,259.28,116,454,963.5
756,70126,Allston Street,Green-B,Park St,weekday,peak,394.9,213.44,109.3,362,759.4
757,70127,Allston Street,Green-B,Boston College,saturday,offpeak,611.74,415.23,103.65,549,1354.7
758,70127,Allston Street,Green-B,Boston College,sunday,offpeak,646.31,424.28,106,558.5,1437.85
759,70127,Allston Street,Green-B,Boston College,weekday,offpeak,457.92,326.59,99,405,1096.75
760,70127,Allston Street,Green-B,Boston College,weekday,peak,464.57,317.4,110,372,1085.1
761,70128,Griggs Street,Green-B,Park St,saturday,offpeak,610.96,314.49,179,570,1182.4
762,70128,Griggs Street,Green-B,Park St,sunday,offpeak,654.24,360.69,183,610,1330.1
763,70128,Griggs Street,Green-B,Park St,weekday,offpeak,490.07,258.39,134,456,966
764,70128,Griggs Street,Green-B,Park St,weekday,peak,394.6,208.72,116,362,770.45
765,70129,Griggs Street,Green-B,Boston College,saturday,offpeak,613.55,417.04,90.45,550,1367.1
766,70129,Griggs Street,Green-B,Boston College,sunday,offpeak,649.4,433,98.3,570,1439.1
767,70129,Griggs Street,Green-B,Boston College,weekday,offpeak,458.88,329.28,88,402,1097.8
768,70129,Griggs Street,Green-B,Boston College,weekday,peak,462.27,314.7,99.1,380,1077
769,70130,Harvard Avenue,Green-B,Park St,saturday,offpeak,608.44,304.54,148.2,559,1182.9
770,70130,Harvard Avenue,Green-B,Park St,sunday,offpeak,654.46,355.41,171,583,1317
771,70130,Harvard Avenue,Green-B,Park St,weekday,offpeak,488.6,255.58,121,447,967
772,70130,Harvard Avenue,Green-B,Park St,weekday,peak,394.64,196,120,360,737.75
773,70131,Harvard Avenue,Green-B,Boston College,saturday,offpeak,611.69,411.25,103,550,1342
774,70131,Harvard Avenue,Green-B,Boston College,sunday,offpeak,647.01,426.93,107,563,1432.1
775,70131,Harvard Avenue,Green-B,Boston College,weekday,offpeak,457.67,323.86,101,397,1089
776,70131,Harvard Avenue,Green-B,Boston College,weekday,peak,461.57,311.67,109,374.5,1073.45
777,70134,Packards Corner,Green-B,Park St,saturday,offpeak,606.47,309.99,129.6,560,1162
778,70134,Packards Corner,Green-B,Park St,sunday,offpeak,654.28,361.24,164.1,602.5,1328.65
779,70134,Packards Corner,Green-B,Park St,weekday,offpeak,488.48,260.42,122,450,979
780,70134,Packards Corner,Green-B,Park St,weekday,peak,395.97,202.89,122,361,769
781,70135,Packards Corner,Green-B,Boston College,saturday,offpeak,609.75,398.17,94.05,549.5,1328.95
782,70135,Packards Corner,Green-B,Boston College,sunday,offpeak,651.02,420.05,98,600,1407.4
783,70135,Packards Corner,Green-B,Boston College,weekday,offpeak,458.29,318.51,89.45,399.5,1079
784,70135,Packards Corner,Green-B,Boston College,weekday,peak,456,306.11,100.05,385,1013.95
785,70136,Babcock Street,Green-B,Park St,saturday,offpeak,617.96,324.97,138.8,580,1198
786,70136,Babcock Street,Green-B,Park St,sunday,offpeak,673.29,374.04,163.2,625,1348.6
787,70136,Babcock Street,Green-B,Park St,weekday,offpeak,489.05,264.58,122,451,979
788,70136,Babcock Street,Green-B,Park St,weekday,peak,396.53,209.47,112,358,783
789,70137,Babcock Street,Green-B,Boston College,saturday,offpeak,632.73,410.81,95,572,1365
790,70137,Babcock Street,Green-B,Boston College,sunday,offpeak,683.69,445.16,96.15,626,1476.25
791,70137,Babcock Street,Green-B,Boston College,weekday,offpeak,463.41,318.47,82,406,1074
792,70137,Babcock Street,Green-B,Boston College,weekday,peak,454.09,293.94,93,403,1005
793,70138,Pleasant Street,Green-B,Park St,saturday,offpeak,625.75,330.76,150,590.5,1220.9
794,70138,Pleasant Street,Green-B,Park St,sunday,offpeak,686.45,385.37,162.65,632.5,1393.35
795,70138,Pleasant Street,Green-B,Park St,weekday,offpeak,489.93,268.65,123.3,452,988
796,70138,Pleasant Street,Green-B,Park St,weekday,peak,397.59,212.53,117.15,358,789.4
797,70139,Pleasant Street,Green-B,Boston College,saturday,offpeak,632.9,405,88.25,578,1360.25
798,70139,Pleasant Street,Green-B,Boston College,sunday,offpeak,678.5,438.82,92.45,628,1465.2
799,70139,Pleasant Street,Green-B,Boston College,weekday,offpeak,463.28,313.59,78,409,1065
800,70139,Pleasant Street,Green-B,Boston College,weekday,peak,450.99,292.24,86,402,1000.8
801,70229,Washington Square,Green-C,Cleveland Circle,saturday,offpeak,488.31,386.78,71,406,1224.05
802,70229,Washington Square,Green-C,Cleveland Circle,sunday,offpeak,511.33,384.64,71,441.5,1216.25
803,70229,Washington Square,Green-C,Cleveland Circle,weekday,offpeak,493.5,361.83,74,440.5,1170
804,70229,Washington Square,Green-C,Cleveland Circle,weekday,peak,550.25,370.7,86,492,1261.35
805,70230,Washington Square,Green-C,North Station,saturday,offpeak,488.67,305.56,91,451,1053.7
806,70230,Washington Square,Green-C,North Station,sunday,offpeak,514.58,285.49,85,503.5,994.9
807,70230,Washington Square,Green-C,North Station,weekday,offpeak,556.14,243.07,180,546,978.25
808,70230,Washington Square,Green-C,North Station,weekday,peak,454.07,199.42,165.35,445,817.65
809,70231,Tappan Street,Green-C,Cleveland Circle,saturday,offpeak,488.29,388.81,56,403.5,1227.3
810,70231,Tappan Street,Green-C,Cleveland Circle,sunday,offpeak,511.41,387.53,60,438.5,1228.65
811,70231,Tappan Street,Green-C,Cleveland Circle,weekday,offpeak,492.63,363.98,66,433,1171.8
812,70231,Tappan Street,Green-C,Cleveland Circle,weekday,peak,554.16,374.36,81,493,1265.9
813,70232,Tappan Street,Green-C,North Station,saturday,offpeak,488.35,298.64,102,444.5,1030.35
814,70232,Tappan Street,Green-C,North Station,sunday,offpeak,514.32,278.85,108.4,501,989
815,70232,Tappan Street,Green-C,North Station,weekday,offpeak,555.97,234.91,198.6,546,962
816,70232,Tappan Street,Green-C,North Station,weekday,peak,455.05,189.13,183.3,445,799.7
817,70233,Dean Road,Green-C,Cleveland Circle,saturday,offpeak,488.25,393.86,61,403.5,1248.5
818,70233,Dean Road,Green-C,Cleveland Circle,sunday,offpeak,511.06,393.02,61.35,437,1240.9
819,70233,Dean Road,Green-C,Cleveland Circle,weekday,offpeak,490.2,366.6,71,429,1173.7
820,70233,Dean Road,Green-C,Cleveland Circle,weekday,peak,556.23,374.71,90,488,1264.6
821,70264,Cedar Grove,Mattapan,Ashmont,saturday,offpeak,801.37,431.45,282.35,719,1822.75
822,70234,Dean Road,Green-C,North Station,saturday,offpeak,488.8,293.87,100,447,1020
823,70264,Cedar Grove,Mattapan,Ashmont,sunday,offpeak,831,472.85,304,707,2097.25
824,70234,Dean Road,Green-C,North Station,sunday,offpeak,514.51,272.16,120.4,504,970.4
825,70264,Cedar Grove,Mattapan,Ashmont,weekday,offpeak,604.91,408.74,173,521,1228.1
826,70234,Dean Road,Green-C,North Station,weekday,offpeak,555.25,228.49,205.05,545,951.9
827,70264,Cedar Grove,Mattapan,Ashmont,weekday,peak,404.48,264.16,137,326,930.95
828,70234,Dean Road,Green-C,North Station,weekday,peak,454.67,185,193,447,788
829,70187,Fenway,Green-D,Riverside,saturday,offpeak,441.19,352.62,66,358,1136
830,70245,Museum of Fine Arts,Green-E,Heath St,weekday,offpeak,485.76,280.17,88,457,993
831,70265,Butler,Mattapan,Mattapan,saturday,offpeak,791.74,456.64,201.7,725,1687.1
832,70265,Butler,Mattapan,Mattapan,sunday,offpeak,816.97,478.49,204.2,711,2050.7
833,70265,Butler,Mattapan,Mattapan,weekday,offpeak,580.56,363.51,128.6,524,1163.8
834,70265,Butler,Mattapan,Mattapan,weekday,peak,398.5,278.55,79,336,962.65
835,70266,Butler,Mattapan,Ashmont,saturday,offpeak,776.41,402.1,276.4,707,1648.4
836,70266,Butler,Mattapan,Ashmont,sunday,offpeak,813.33,446.86,312.4,707,2021
837,70266,Butler,Mattapan,Ashmont,weekday,offpeak,577.57,343.31,172,529,1076
838,70266,Butler,Mattapan,Ashmont,weekday,peak,397.88,246.34,112,330.5,882.05
839,70267,Milton,Mattapan,Mattapan,saturday,offpeak,794.76,469.21,184.65,726,1768.6
840,70267,Milton,Mattapan,Mattapan,sunday,offpeak,807.91,474.16,191.25,710,2024.5
841,70267,Milton,Mattapan,Mattapan,weekday,offpeak,575.36,358.4,118,523,1154.3
842,70267,Milton,Mattapan,Mattapan,weekday,peak,400.06,288.77,71,337,984.1
843,70268,Milton,Mattapan,Ashmont,saturday,offpeak,769.49,385.67,286,709,1553
844,70268,Milton,Mattapan,Ashmont,sunday,offpeak,797.47,420.59,306.05,708.5,1933.9
845,70268,Milton,Mattapan,Ashmont,weekday,offpeak,571.27,326.57,177,528,1046.2
846,70268,Milton,Mattapan,Ashmont,weekday,peak,399.59,246.28,126.95,329,876.1
847,70269,Central Avenue,Mattapan,Mattapan,saturday,offpeak,779.66,445.49,181,714,1676
848,70269,Central Avenue,Mattapan,Mattapan,sunday,offpeak,798.73,466.44,193.5,712,1952.5
849,70269,Central Avenue,Mattapan,Mattapan,weekday,offpeak,570.08,356.52,104,523,1159.6
850,70269,Central Avenue,Mattapan,Mattapan,weekday,peak,398.68,294.6,58.2,337,988.4
851,70270,Central Avenue,Mattapan,Ashmont,saturday,offpeak,756.55,360.1,282.75,705.5,1509.75
852,70270,Central Avenue,Mattapan,Ashmont,sunday,offpeak,789.21,407.28,315.2,707,1810.2
853,70270,Central Avenue,Mattapan,Ashmont,weekday,offpeak,571.57,322.35,182,529,1042
854,70270,Central Avenue,Mattapan,Ashmont,weekday,peak,398.96,243.02,133.6,327,871.4
855,70271,Valley Road,Mattapan,Mattapan,saturday,offpeak,789.57,466.17,172.45,717,1702.2
856,70271,Valley Road,Mattapan,Mattapan,sunday,offpeak,798.57,468.66,180.5,710,1952.5
857,70271,Valley Road,Mattapan,Mattapan,weekday,offpeak,569.25,359.3,94,523,1161.45
858,70271,Valley Road,Mattapan,Mattapan,weekday,peak,397.48,295.62,53.25,336.5,989.75
859,70272,Valley Road,Mattapan,Ashmont,saturday,offpeak,763.16,367.8,309.5,711,1518.9
860,70272,Valley Road,Mattapan,Ashmont,sunday,offpeak,792.34,407.04,338.5,707,1818.5
861,70272,Valley Road,Mattapan,Ashmont,weekday,offpeak,573.49,326.6,191,528,1039
862,70272,Valley Road,Mattapan,Ashmont,weekday,peak,400.15,245.1,143.2,326,868.8
863,70273,Capen Street,Mattapan,Mattapan,saturday,offpeak,796.16,478.35,162.2,717,1781.2
864,70273,Capen Street,Mattapan,Mattapan,sunday,offpeak,799,467.77,180.55,707,1949.35
865,70273,Capen Street,Mattapan,Mattapan,weekday,offpeak,567.29,360.39,87,520,1148.4
866,70273,Capen Street,Mattapan,Mattapan,weekday,peak,399.17,301.27,50,339,996
867,70274,Capen Street,Mattapan,Ashmont,saturday,offpeak,761.16,367.66,310.2,708,1518
868,70274,Capen Street,Mattapan,Ashmont,sunday,offpeak,806.78,425.68,331.05,710,1936.1
869,70274,Capen Street,Mattapan,Ashmont,weekday,offpeak,578.02,334.57,193,529,1056.75
870,70274,Capen Street,Mattapan,Ashmont,weekday,peak,403.55,247.66,146.4,325,888.3
871,70278,Assembly,Orange,Forest Hills,saturday,offpeak,746.62,246.33,387,697,1211.6
872,70278,Assembly,Orange,Forest Hills,sunday,offpeak,846.26,227.65,494.25,845,1234.25
873,70278,Assembly,Orange,Forest Hills,weekday,offpeak,506.23,232.7,209,459,939.8
874,70278,Assembly,Orange,Forest Hills,weekday,peak,395.73,145.85,198,378,645.8
875,70279,Assembly,Orange,Oak Grove,saturday,offpeak,640.67,239.15,259,622,1043.3
876,70212,Saint Marys Street,Green-C,North Station,weekday,offpeak,558.53,285.32,115.4,541,1065
877,70279,Assembly,Orange,Oak Grove,sunday,offpeak,756.54,246.31,328.6,752,1159
